year,toy_num,model_name,series,photo_url
2013,V5579,'71 Buick Riviera (2nd Color),Thrill Racers - Prehistoric,https://static.wikia.nocookie.net/hotwheels/images/2/2b/1971_Buick_Riviera.216_2012_Thrill_Racers_-_Prehistoric.jpg/revision/latest?cb=20120630093328
2013,V5521,Shell Shock,Thrill Racers - Prehistoric,https://static.wikia.nocookie.net/hotwheels/images/f/f6/Shell_Shock.217_2012_Prehistoric.jpg/revision/latest?cb=20120609133302
2013,V5522,Jeep Scrambler,Thrill Racers - Prehistoric,https://static.wikia.nocookie.net/hotwheels/images/3/33/Jeep_Scrambler-2012_218_Thrill_Racers_Prehistoric.jpg/revision/latest?cb=20130119203623
2013,V5523,Fast Fortress,Thrill Racers - Prehistoric,https://static.wikia.nocookie.net/hotwheels/images/a/a5/2012-FastFortress-Red.jpg/revision/latest?cb=20120420224247
2013,V5524,T-Rextroyer,Thrill Racers - PrehistoricNew in Mainline,https://static.wikia.nocookie.net/hotwheels/images/7/72/2012_T-Rextroyer.jpg/revision/latest?cb=20120818033212
2013,V5525,Hummer H2,Thrill Racers - Earthquake,https://static.wikia.nocookie.net/hotwheels/images/4/48/Hummer_H2_SUT.221_2012_Thrill_Racers_-_Earthquake.jpg/revision/latest?cb=20120630093636
2013,V5526,Toyota Off-Road Truck,Thrill Racers - Earthquake,https://static.wikia.nocookie.net/hotwheels/images/c/c5/IMG03196-20120912-0702.jpg/revision/latest?cb=20120913044454
2013,V5527,Power Sander,Thrill Racers - Earthquake,https://static.wikia.nocookie.net/hotwheels/images/9/9e/2012-TRE-PowerSander-Teal.jpg/revision/latest?cb=20120622221918
2013,V5528,Mega-Duty,Thrill Racers - Earthquake,https://static.wikia.nocookie.net/hotwheels/images/0/0d/Mega-Duty-2012_224_Thrill_Racers_Earthquake.jpg/revision/latest?cb=20130113155816
2013,V5529,Dieselboy,Thrill Racers - Earthquake,https://static.wikia.nocookie.net/hotwheels/images/9/93/Dieselboy-2012_225_Thrill_Racers_Earthquake.jpg/revision/latest?cb=20130209125920
2013,V5530,Custom '11 Camaro,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/2/21/2012-CustomCamaro-White.jpg/revision/latest?cb=20120228040105
2013,V5531,Sandblaster,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/9/99/Hot_Wheels_Sandblaster.jpg/revision/latest?cb=20120308185855
2013,V5532,C6 Corvette,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/0/08/C6_corvette_2012_silver.png/revision/latest?cb=20120427010309
2013,V5533,Dodge Challenger Drift Car,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/5/5e/Dodge_challenger_drift_car_2012_orange.png/revision/latest?cb=20110928005845
2013,V5577,Dodge Challenger Drift Car (2nd Color),HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/4/44/Dodge_challenger_drift_car_2012_white.png/revision/latest?cb=20120303173016
2013,V5534,Scion xB,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/7/71/IMG02911-20120827-1417.jpg/revision/latest?cb=20120827083414
2013,V5535,'07 Ford Shelby GT-500,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/f/f7/2012-ShelbyGT500-Yellow.jpg/revision/latest?cb=20120228040310
2013,V5599,'07 Ford Shelby GT-500 (2nd Color),HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/7/7f/2012-07FordShelbyGT500-Purple.jpg/revision/latest?cb=20120428005905
2013,V5536,Dirty Outlaw,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/7/79/Dirty_Outlaw-2012_232_Code_Cars.jpg/revision/latest?cb=20130113160405
2013,V5537,'06 Dodge Viper SRT10,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/9/95/2012-233-HWCC08-06DodgeViperSRT10-Green.jpg/revision/latest?cb=20121014193344
2013,V5538,Snow Ride,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/5/51/IMG1976A.jpg/revision/latest?cb=20120826030024
2013,V5539,Canyon Carver,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/0/07/2012-235-CC10-CanyonCarver-FtLtBlue.jpg/revision/latest?cb=20120809181522
2013,V5540,Buzzerk,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/2/27/Buzzerk_code_cars.jpg/revision/latest?cb=20120511142156
2013,V5541,Formula Street,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/a/a2/Formula_Street_10_pack.JPG/revision/latest?cb=20120105171308
2013,V5542,Tread Air,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/9/92/Tread_Air_-_HW_Code_Cars_12_-_V5542.jpg/revision/latest?cb=20120519030518
2013,V5543,Teegray,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/5/57/Teegray-2012_239_Code_Cars.jpg/revision/latest?cb=20130111210025
2013,V5544,Fangula,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/7/76/Fangula_.240_2012_HW_Code_Cars.jpg/revision/latest?cb=20120613071534
2013,V5545,Semi-Psycho,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/3/39/Semi-Psycho.241_2012_Code_Cars.jpg/revision/latest?cb=20120603123741
2013,V5546,Yur So Fast,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/e/e7/2012_HW_Code_Cars_Yur_So_Fast.jpg/revision/latest?cb=20111218030322
2013,V5547,Invader,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/d/d2/2012_Invader_Code_Cars.jpg/revision/latest?cb=20120609010550
2013,V5548,Go Kart,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/9/93/6826577161_17157dc1be_z_%281%29.jpg/revision/latest?cb=20120219091814
2013,V5549,Cool-One,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/2/22/Cool-One_-_12_Code_Cars.JPG/revision/latest?cb=20111203062453
2013,V5550,Twinduction,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/e/eb/DSCN9392.jpg/revision/latest?cb=20131213090747
2013,V5551,Asphalt Assault,HW Code Cars,https://static.wikia.nocookie.net/hotwheels/images/d/d0/Ashpalt_Assault.jpg/revision/latest?cb=20130303042756
2013,V5602,1985 Chevrolet Camaro IROC-Z (2nd Color),2012 New Models,https://static.wikia.nocookie.net/hotwheels/images/d/da/20181214_193245.jpg/revision/latest?cb=20181215004827
2013,V5635,'61 Impala (2nd Color),2012 New Models,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2013,V5392,'70 Road Runner,Muscle Mania - Mopar,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2013,V5604,'62 Chevy (2nd Color),Muscle Mania - GM,https://static.wikia.nocookie.net/hotwheels/images/8/86/2012-62Chevy-Gold.jpg/revision/latest?cb=20120607001919
2013,V5436,Diesel Duty,HW City Works,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2013,V5445,Honda S2000,HW Performance,https://static.wikia.nocookie.net/hotwheels/images/e/e9/Honda_S2000_BLUE_WALMART.jpg/revision/latest?cb=20120531120337
2013,W4455,Volkswagen Brasilia (2nd Color),Heat Fleet,https://static.wikia.nocookie.net/hotwheels/images/4/40/Volkswagen_brasilia_2012_green.png/revision/latest?cb=20120422164608
2013,V5473,Amazoom,Heat Fleet,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2013,V5615,'67 Pontiac GTO (2nd Color),Heat Fleet,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2013,V5481,'71 Dodge Demon,HW Racing,https://static.wikia.nocookie.net/hotwheels/images/7/75/71_dodge_demon_2012_blue.png/revision/latest?cb=20120422154032
2013,V5626,Subaru WRX STI (2nd Color),2012 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/5c/2012-033-NM33-SubaruWRXSTI-Red-RedlineSP5.jpg/revision/latest?cb=20120814003542
2013,V5648,'68 Dodge Dart (3rd Color),Muscle Mania - Mopar,https://static.wikia.nocookie.net/hotwheels/images/d/da/2012-081-MMM01-68DodgeDart-Blue-Redline5SP.jpg/revision/latest?cb=20120814003003
2013,V5408,'67 Pontiac Firebird 400,Muscle Mania - GM,https://static.wikia.nocookie.net/hotwheels/images/4/42/V5408-redline.jpg/revision/latest?cb=20190602183323
2013,V5650,'66 Ford 427 Fairlane (2nd Color),Muscle Mania - Ford,https://static.wikia.nocookie.net/hotwheels/images/6/65/V5650-redline.jpg/revision/latest?cb=20190602183340
2013,V5651,Aston Martin One-77 (3rd Color),All Stars,https://static.wikia.nocookie.net/hotwheels/images/d/dd/A-1.jpg/revision/latest?cb=20170504023824
2013,V5431,Lamborghini Estoque,All Stars,https://static.wikia.nocookie.net/hotwheels/images/9/93/V5431-redline.jpg/revision/latest?cb=20190602183409
2013,V5654,Custom '69 Chevy Pickup (2nd Color),HW City Works,https://static.wikia.nocookie.net/hotwheels/images/e/e7/Custom_69_chevy_pickup_2012_satin_blue.jpg/revision/latest?cb=20120802034212
2013,V5447,Baja Breaker,HW Performance,https://static.wikia.nocookie.net/hotwheels/images/5/52/Baja_breaker_2012_black.jpg/revision/latest?cb=20120802034211
2013,V5457,Dodge Challenger Concept,Heat Fleet,https://static.wikia.nocookie.net/hotwheels/images/f/fc/Dodge_challenger_concept_2012_green.jpg/revision/latest?cb=20120802034212
2013,V5655,'71 Maverick Grabber (2nd Color),HW Racing,https://static.wikia.nocookie.net/hotwheels/images/6/6b/V5655-redline.jpg/revision/latest?cb=20190602183428
2013,Y5852,Rodzilla,Year of the Dragon Edition,https://static.wikia.nocookie.net/hotwheels/images/a/ab/Rodzilla_year_of_the_dragon_2012.jpg/revision/latest?cb=20120802034212
2014,BGJ63,Tire Fryer,Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/4/41/Bgj63.jpg/revision/latest?cb=20190613181328
2014,BGJ64,40 Somethin',Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/8/8e/Bgj64.jpg/revision/latest?cb=20190613181918
2014,BGJ65,Pony-Up,Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/6/6b/PonyUpGreen.jpg/revision/latest?cb=20150124081608
2014,BGJ66,Scorcher,Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/9/9a/Scavengerhuntscorcher.jpg/revision/latest?cb=20190114113206
2014,BGJ67,Vulture,Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2014,BGJ68,2008 Tesla Roadster,Scavenger HuntKroger Exclusive,https://static.wikia.nocookie.net/hotwheels/images/5/54/Tesla_Roadster%2C_2013_HW_Showtoom.JPG/revision/latest?cb=20170227072748
2015,BFC27,Repo Duty,City Works,https://static.wikia.nocookie.net/hotwheels/images/6/6e/HW-2014-01-Repo_Duty-CityWorks.jpg/revision/latest?cb=20140202015442
2015,BFF69,Repo Duty (2nd Color),City Works,https://static.wikia.nocookie.net/hotwheels/images/1/17/Black-repoduty2014.jpg/revision/latest?cb=20181215141203
2015,BFC28,Back Slider,City Works,https://static.wikia.nocookie.net/hotwheels/images/c/c3/HW-3014-02-Back_Slider-CityWorks.jpg/revision/latest?cb=20140509020609
2015,BFC29,Surfin' School Bus,City Works,https://static.wikia.nocookie.net/hotwheels/images/5/59/Surfin%27_School_Bus-2014_003.jpg/revision/latest?cb=20140412093144
2015,BFF71,Surfin' School Bus (2nd Color),City Works,https://static.wikia.nocookie.net/hotwheels/images/c/c7/Surf_Bus.jpg/revision/latest?cb=20141013181822
2015,BFC30,Poison Arrow,City WorksTreasure Hunt,https://static.wikia.nocookie.net/hotwheels/images/3/31/IMG_9065.jpg/revision/latest?cb=20141105033712
2015,BDD20,Ryura LX,City Works2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/01/HW-2014-5-Ryura_LX.jpg/revision/latest?cb=20140308041024
2015,BFF73,Ryura LX (2nd Color),City Works2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/75/Ryura_LX-2014_005_Black.jpg/revision/latest?cb=20141019122804
2015,BFC31,Hiway Hauler 2,City Works,https://static.wikia.nocookie.net/hotwheels/images/1/15/Capture19.png/revision/latest?cb=20131111173551
2015,BFF42,Hiway Hauler 2 (2nd Color),City Works,https://static.wikia.nocookie.net/hotwheels/images/b/ba/2014_BFF42_Hiway_Hauler_2.jpg/revision/latest?cb=20140404225529
2015,BFC32,Bread Box,City Works,https://static.wikia.nocookie.net/hotwheels/images/b/b2/Bread_Box_paint_co.jpg/revision/latest?cb=20140718005821
2015,BFC33,Wheel Loader,City Works,https://static.wikia.nocookie.net/hotwheels/images/d/d0/IMG_7077.jpg/revision/latest?cb=20140322022106
2015,BFC34,Ice Cream Truck,City Works,https://static.wikia.nocookie.net/hotwheels/images/6/6b/HW-2014-09-Ice_Cream_Truck-CityWorks.jpg/revision/latest?cb=20140505031146
2015,BFF76,Ice Cream Truck (2nd Color),City Works,https://static.wikia.nocookie.net/hotwheels/images/d/d8/Sweet_Streets.jpg/revision/latest?cb=20141013040011
2015,BDC73,The Vanster,City Works2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c1/The_Vanster-2014_010.jpg/revision/latest?cb=20131120141840
2015,BFF77,The Vanster (2nd Color),City Works2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/ce/The_Vanster-2014_010_Blue.jpg/revision/latest?cb=20140629142813
2015,BFC35,Hyundai Genesis Coupe,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/5/51/HW-2014-11-Hyundai_Genesis_Coupe-Goal.JPG/revision/latest?cb=20140526231136
2015,BFC36,Yur So Fast,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/a/a2/HW-2014-12-Yur_So_Fast-Goal.jpg/revision/latest?cb=20140605013243
2015,BFF60,Yur So Fast (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/9/98/Yur_So_Fast_HW_City_-_Goal_Red_2014.jpg/revision/latest?cb=20151121222749
2015,BFC37,Torque Twister,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/5/51/HW-2014-13-Torque_Twister-Goal.JPG/revision/latest?cb=20140526231234
2015,BFF61,Torque Twister (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/7/70/20150410_085204819_iOS-0.jpg/revision/latest?cb=20150410090046
2015,BFC37,Street Shaker,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/c/cf/IMG_20140712_030321.jpg/revision/latest?cb=20140712071126
2015,BFF61,Street Shaker (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/a/a4/IMG_20141025_222800.jpg/revision/latest?cb=20141026023925
2015,BDD12,MR11,HW Goal2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/a/a3/3320086-x.jpg/revision/latest?cb=20131110180059
2015,BFF63,MR11 (2nd Color),HW Goal2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/ef/2014_BFF63_MR11.jpg/revision/latest?cb=20140903173234
2015,BFC39,Scoopa Di Fuego,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/0/06/Scoopa_di_fuego_2014_Mexico_Soccer_Team_car.JPG/revision/latest?cb=20140513172738
2015,BFF64,Scoopa Di Fuego (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/9/9a/IMG_20140914_204617.jpg/revision/latest?cb=20140915005233
2015,BFC40,Fast Fish,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/4/41/HW-2014-17-Fast_Fish-Goal.jpg/revision/latest?cb=20140605013406
2015,BFF65,Fast Fish (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/1/16/FastFish14Yellow.jpg/revision/latest?cb=20150120203628
2015,BFC41,Custom '12 Ford Mustang,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/2/27/HW-2014_18-Custom_%2712_Ford_Mustang-HW_Goal.jpg/revision/latest?cb=20140304035506
2015,BFF66,Custom '12 Ford Mustang (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/1/16/Custom_%2712_Ford_Mustang_%28BFF66%29.jpg/revision/latest?cb=20170929020241
2015,BFC42,Audacious,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/6/60/Audacious-2014_019.jpg/revision/latest?cb=20140512185246
2015,BFF67,Audacious (2nd Color),HW Goal,https://static.wikia.nocookie.net/hotwheels/images/8/8b/Audacious-yellow2014.jpg/revision/latest?cb=20181215142119
2015,BFC75,Avant Garde,HW Goal,https://static.wikia.nocookie.net/hotwheels/images/f/f6/140427_0024.jpg/revision/latest?cb=20140428021852
2015,BFC43,Mazda RX-7,Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/d/dc/2014_BFC43_Mazda_RX-7.jpg/revision/latest?cb=20140404231205
2015,BFG39,Mazda RX-7 (2nd Color),Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/6/65/2014-021-MazdaRX-7-Yellow.jpg/revision/latest?cb=20141026212540
2015,BFC44,Toyota Supra,Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/6/6d/14hwts.jpg/revision/latest?cb=20131223220654
2015,CFK01,Toyota Supra (2nd Color),Night BurnerzKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/6/66/Toyota_Supra-20278.jpg/revision/latest?cb=20141109194314
2015,BFC45,Nissan Skyline 2000GT-R,Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/a/a8/Nissan_Skyline_2000GTR_2014_night_burnerz.jpg/revision/latest?cb=20141002202738
2015,BFC46,'70 Toyota Celica,Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/f/fc/%2770_Toyota_Celica-2014_024.jpg/revision/latest?cb=20140112105324
2015,X1616,Fiat 500,Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c9/HW-2014-25-Fiat_500-Night_Burnerz.jpg/revision/latest?cb=20140306041827
2015,BFF82,Fiat 500 (2nd Color),Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/73/Fiat_500_white_2014.JPG/revision/latest?cb=20141201224112
2015,BFC47,Subaru WRX STI,Night BurnerzTreasure Hunt,https://static.wikia.nocookie.net/hotwheels/images/d/dd/Subaru_WRX_STI-2014_026.jpg/revision/latest?cb=20131101161259
2015,BFC48,Porsche 993 GT2,Night BurnerzNew in Mainline,https://static.wikia.nocookie.net/hotwheels/images/1/12/Porsche_993_GT2_%282014_HW_City-Red%29.jpg/revision/latest?cb=20140410002651
2015,BFF82,Porsche 993 GT2 (2nd Color),Night BurnerzNew in Mainline,https://static.wikia.nocookie.net/hotwheels/images/a/ad/Porsche_993_GT2-2014_027_white.jpg/revision/latest?cb=20140517133712
2015,BFC49,Mad Manga,Night Burnerz,https://static.wikia.nocookie.net/hotwheels/images/8/8d/2014_BFC49_Mad_Manga.jpg/revision/latest?cb=20140321011120
2015,BFC50,Alfa Romeo 8C Competizione,Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c9/Alfa_Romeo_8C-2014_029.jpg/revision/latest?cb=20131120150546
2015,BFF86,Alfa Romeo 8C Competizione (2nd Color),Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/38/Alfa_Romeo_8C-2014_029_Dark_Red.jpg/revision/latest?cb=20140629143108
2015,BDC77,1990 Honda Civic EF,Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/0b/%2790_Honda_Civic_EF-2014_030.jpg/revision/latest?cb=20131120133816
2015,BFF87,1990 Honda Civic EF (2nd Color),Night Burnerz2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/e8/140427_0021.jpg/revision/latest?cb=20140428023619
2015,BFC51,Ferrari F12 Berlinetta,Speed Team,https://static.wikia.nocookie.net/hotwheels/images/b/b4/HW-2014-31-Ferrari_F12_Berlinetta-SpeedTeam.jpg/revision/latest?cb=20140202015518
2015,BFF88,Ferrari F12 Berlinetta (2nd Color),Speed Team,https://static.wikia.nocookie.net/hotwheels/images/e/ea/Ferrari_F12_Berlinetta-18046_%281%29.jpg/revision/latest?cb=20140928045918
2015,BFC52,Quick N' Sik,Speed Team,https://static.wikia.nocookie.net/hotwheels/images/3/31/Quick_n%27_Sik-2014_032_OH5.jpg/revision/latest?cb=20140615123312
2015,BFF89,Quick N' Sik (2nd Color),Speed Team,https://static.wikia.nocookie.net/hotwheels/images/0/01/QuickNSikBlueT5.jpg/revision/latest?cb=20141216165954
2015,BFC53,'81 DeLorean DMC-12,Speed Team,https://static.wikia.nocookie.net/hotwheels/images/a/a9/%2781_DeLorean_DMC-12-2014_033.jpg/revision/latest?cb=20131103171628
2015,BFF47,'81 DeLorean DMC-12 (2nd Color),Speed Team,https://static.wikia.nocookie.net/hotwheels/images/c/ce/%2781_DeLorean_DMC-12-2014_033_Red.jpg/revision/latest?cb=20140629143635
2015,BFC54,La Fasta,Speed TeamTreasure Hunt,https://static.wikia.nocookie.net/hotwheels/images/2/2c/LaFasta2014.jpg/revision/latest?cb=20140905000805
2015,BFC55,Ferrari 458 Italia,Speed Team,https://static.wikia.nocookie.net/hotwheels/images/4/41/DSCN9623.JPG/revision/latest?cb=20131026205546
2015,BFF72,Ferrari 458 Italia (2nd Color),Speed Team,https://static.wikia.nocookie.net/hotwheels/images/7/7c/DSC_5584.jpg/revision/latest?cb=20170731093143
2015,BDC78,Ducati 1199 Panigale,Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/4b/HW-2014-36-Ducati_1199_Panigale-SpeedTeam.jpg/revision/latest?cb=20140712164530
2015,BFF83,Ducati 1199 Panigale (2nd Color),Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/32/HW-2014-36-Ducati_1199_Panigali-White.jpg/revision/latest?cb=20141019001736
2015,BDC79,Lamborghini Veneno,Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c2/20140707_140531-1-.jpg/revision/latest?cb=20140707201231
2015,BFF90,Lamborghini Veneno (2nd Color),Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/07/IMG_7032.JPG/revision/latest?cb=20140902160018
2015,BDC80,LaFerrari,Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/e7/LaFerarri_2014_new_model_red.jpg/revision/latest?cb=20140210183001
2015,BFF91,LaFerrari (2nd Color),Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/43/Laferrari_silver.JPG/revision/latest?cb=20140720221414
2015,BDC81,Lamborghini Sesto Elemento,Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/38/IMG_7047.jpg/revision/latest?cb=20140118045442
2015,BFF92,Lamborghini Sesto Elemento (2nd Color),Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/d/df/Lamborghini_Sesto_Elemento-2014_039.jpg/revision/latest?cb=20140412093734
2015,BDC82,Porsche Panamera,Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/41/Porsche_Panamera-2014_040.jpg/revision/latest?cb=20131120135702
2015,BFF93,Porsche Panamera (2nd Color),Speed Team2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/a/a7/IMG_7048.jpg/revision/latest?cb=20140118045239
2015,BFC56,5 Alarm,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/d/d4/20131118_184312.jpg/revision/latest?cb=20131118135439
2015,BFF94,5 Alarm (2nd Color),HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/c/ce/2014_BFF94_5_Alarm.jpg/revision/latest?cb=20140821214044
2015,BFC57,'10 Camaro SS,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/c/c1/HW-2014-42-%2710_Camaro_SS-Rescue.jpg/revision/latest?cb=20140202015557
2015,BFF95,'10 Camaro SS (2nd Color),HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/b/b5/181.jpg/revision/latest?cb=20160714145201
2015,BFC58,Rapid Response,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/0/09/HW-2014-43-Rapid_Responce-Rescue.jpg/revision/latest?cb=20140704221027
2015,BFF96,Rapid Response (2nd Color),HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/0/0c/Rapidresponse20142ndcolour.jpg/revision/latest?cb=20181215143620
2015,BFC59,'07 Chevy Tahoe,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/f/ff/HW-2014-44-%2707_Chevy_Tahoe-Rescue..jpg/revision/latest?cb=20131224001540
2015,BFC60,HW Pursuit,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/7/7b/IMG_20140302_211430.jpg/revision/latest?cb=20140302131503
2015,BFF98,HW Pursuit (2nd Color),HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/5/5f/SmallKakaoTalk_20150311_014320589.jpg/revision/latest?cb=20150310164645
2015,BFC61,Island Hopper,HW RescueNew in Mainline,https://static.wikia.nocookie.net/hotwheels/images/0/00/2014_BFC61_Island_Hopper.jpg/revision/latest?cb=20140405033301
2015,BFC62,Rescue Duty,HW RescueTreasure Hunt,https://static.wikia.nocookie.net/hotwheels/images/0/05/HW-2014-47-Rescue_Duty-HWRescue.jpg/revision/latest?cb=20140426150448
2015,BFC63,Dodge Charger Drift,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/a/ab/Light_blue_Dodge_Charger_Drift_Car.jpg/revision/latest?cb=20140718010419
2015,BFG00,Dodge Charger Drift (2nd Color),HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/1/13/Dodgechargerdrift.JPG/revision/latest?cb=20180309225544
2015,BFC64,Super Van,HW Rescue,https://static.wikia.nocookie.net/hotwheels/images/9/9d/%2770s_Van-2014_049.jpg/revision/latest?cb=20140512152321
2015,BDC83,So Plowed,HW Rescue2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/3e/HW-2014-50-So_Plowed-HW_Rescue.jpg/revision/latest?cb=20140509020830
2015,BFG02,So Plowed (2nd Color),HW Rescue2014 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/02/SO_PLOWED.jpg/revision/latest?cb=20141013160133
2015,BFC65,Eevil Weevil,Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/e/ef/2014_Evil_weevil.jpg/revision/latest?cb=20140718010650
2015,BFC66,Sharkruiser,Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/2/21/HW-2014-52-Sharkruiser-City.jpg/revision/latest?cb=20140211022138
2015,BFG04,Sharkruiser (2nd Color),Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/6/68/SHARKRUISER_2014_IMG_1596.jpg/revision/latest?cb=20140508052754
2015,BFC67,Fangster,Street BeastsTreasure Hunt,https://static.wikia.nocookie.net/hotwheels/images/c/cb/Fangster-2014_053.jpg/revision/latest?cb=20140101104940
2015,BFC68,Arachnorod,Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/4/44/HW-2014-54-Arachnorod-StreetBeasts.jpg/revision/latest?cb=20140314023924
2015,BFG05,Arachnorod (2nd Color),Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/b/bb/100_5720-0.JPG/revision/latest?cb=20140914155426
2015,BFC69,Sting Rod II,Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/7/76/HW-2014-55-Sting_Rod_II-Street_Beasts..jpg/revision/latest?cb=20140124052101
2015,BFG05,Sting Rod II (2nd Color),Street Beasts,https://static.wikia.nocookie.net/hotwheels/images/2/24/StingRodIIPurple.jpg/revision/latest?cb=20161014134218
